Date,Temperature.Max,Temperature.Min,Temperature.Avg,Temperature.Departure,HDD,CDD,Precipitation,New.Snow,Snow.Depth
1/1/06,45,31,38,4.3,27,0,0,0,0
1/2/06,45,28,36.5,2.9,28,0,0.92,0,0
1/3/06,45,36,40.5,7.1,24,0,0.45,0,0
1/4/06,43,35,39,5.7,26,0,0,0,0
1/5/06,51,37,44,10.8,21,0,0,0,0
1/6/06,43,32,37.5,4.4,27,0,0,0,0
1/7/06,36,22,29,-4,36,0,0,0,0
1/8/06,46,34,40,7,25,0,0,0,0
1/9/06,60,37,48.5,15.6,16,0,0,0,0
1/10/06,50,36,43,10.2,22,0,0,0,0
1/11/06,53,34,43.5,10.7,21,0,0.37,0,0
1/12/06,58,39,48.5,15.8,16,0,0,0,0
1/13/06,59,35,47,14.3,18,0,0,0,0
1/14/06,60,32,46,13.3,19,0,0.53,0.2,0
1/15/06,34,25,29.5,-3.1,35,0,0.02,0.2,0
1/16/06,32,20,26,-6.6,39,0,0,0,0
1/17/06,50,27,38.5,5.9,26,0,0.03,0,0
1/18/06,64,35,49.5,16.9,15,0,0.72,0,0
1/19/06,52,33,42.5,9.9,22,0,0,0,0
1/20/06,57,36,46.5,13.8,18,0,0,0,0
1/21/06,61,37,49,16.3,16,0,0,0,0
1/22/06,46,31,38.5,5.8,26,0,0.03,0,0
1/23/06,43,35,39,6.2,26,0,1.04,0,0
1/24/06,47,32,39.5,6.7,25,0,0.09,0,0
1/25/06,41,33,37,4.1,28,0,0,0,0
1/26/06,36,27,31.5,-1.4,33,0,0,0,0
1/27/06,44,23,33.5,0.5,31,0,0,0,0
1/28/06,59,30,44.5,11.4,20,0,0,0,0
1/29/06,55,33,44,10.8,21,0,0.13,0,0
1/30/06,62,37,49.5,16.2,15,0,0,0,0
1/31/06,46,41,43.5,10.1,21,0,0.01,0,0
2/1/06,42,34,38,4.5,27,0,0,0,0
2/2/06,55,31,43,9.4,22,0,0,0,0
2/3/06,62,45,53.5,19.8,11,0,0.33,0,0
2/4/06,60,42,51,17.2,14,0,0.26,0,0
2/5/06,55,36,45.5,11.5,19,0,0,0,0
2/6/06,42,32,37,2.9,28,0,0,0,0
2/7/06,40,29,34.5,0.2,30,0,0,0,0
2/8/06,36,26,31,-3.4,34,0,0,0,0
2/9/06,36,24,30,-4.6,35,0,0,0,0
2/10/06,38,27,32.5,-2.2,32,0,0,0,0
2/11/06,39,32,35.5,0.6,29,0,0.14,1.4,0
2/12/06,32,23,27.5,-7.6,37,0,0.75,10.6,5
2/13/06,35,17,26,-9.3,39,0,0,0,10
2/14/06,41,25,33,-2.5,32,0,0,0,7
2/15/06,52,27,39.5,3.8,25,0,0,0,4
2/16/06,61,31,46,10.1,19,0,0,0,1
2/17/06,60,35,47.5,11.4,17,0,0,0,0
2/18/06,37,17,27,-9.3,38,0,0,0,0
2/19/06,29,15,22,-14.5,43,0,0,0,0
2/20/06,38,24,31,-5.7,34,0,0,0,0
2/21/06,44,25,34.5,-2.5,30,0,0,0,0
2/22/06,39,28,33.5,-3.7,31,0,0,0,0
2/23/06,46,35,40.5,3.1,24,0,0.03,0,0
2/24/06,41,30,35.5,-2.2,29,0,0,0,0
2/25/06,53,25,39,1.1,26,0,0,0,0
2/26/06,34,22,28,-10.2,37,0,0,0,0
2/27/06,33,18,25.5,-12.9,39,0,0,0,0
2/28/06,36,23,29.5,-9.2,35,0,0,0,0
3/1/06,46,28,37,-2,28,0,0,0,0
3/2/06,37,28,32.5,-6.7,32,0,0.19,0,0
3/3/06,38,27,32.5,-7,32,0,0,0,0
3/4/06,44,27,35.5,-4.3,29,0,0,0,0
3/5/06,50,28,39,-1.1,26,0,0,0,0
3/6/06,46,31,38.5,-1.9,26,0,0,0,0
3/7/06,46,30,38,-2.7,27,0,0,0,0
3/8/06,50,29,39.5,-1.5,25,0,0,0,0
3/9/06,62,41,51.5,10.2,13,0,0,0,0
3/10/06,76,56,66,24.4,0,1,0,0,0
3/11/06,67,44,55.5,13.6,9,0,0,0,0
3/12/06,57,49,53,10.8,12,0,0.47,0,0
3/13/06,79,46,62.5,20,2,0,0,0,0
3/14/06,68,40,54,11.2,11,0,0.02,0,0
3/15/06,48,37,42.5,-0.6,22,0,0,0,0
3/16/06,53,34,43.5,0.1,21,0,0,0,0
3/17/06,49,36,42.5,-1.3,22,0,0,0,0
3/18/06,44,31,37.5,-6.6,27,0,0,0,0
3/19/06,46,28,37,-7.4,28,0,0,0,0
3/20/06,44,30,37,-7.7,28,0,0,0,0
3/21/06,40,25,32.5,-12.6,32,0,0,0,0
3/22/06,46,31,38.5,-6.9,26,0,0,0,0
3/23/06,52,38,45,-0.8,20,0,0,0,0
3/24/06,52,36,44,-2.1,21,0,0,0,0
3/25/06,46,38,42,-4.4,23,0,0.06,0,0
3/26/06,51,36,43.5,-3.3,21,0,0.17,0,0
3/27/06,58,38,48,0.9,17,0,0,0,0
3/28/06,56,40,48,0.5,17,0,0,0,0
3/29/06,63,38,50.5,2.7,14,0,0,0,0
3/30/06,68,39,53.5,5.3,11,0,0,0,0
3/31/06,75,43,59,10.5,6,0,0,0,0
4/1/06,73,56,64.5,15.6,0,0,0,0,0
4/2/06,67,49,58,8.7,7,0,0,0,0
4/3/06,57,44,50.5,0.9,14,0,0.32,0,0
4/4/06,56,45,50.5,0.5,14,0,0,0,0
4/5/06,49,34,41.5,-8.8,23,0,0.01,0.1,0
4/6/06,56,43,49.5,-1.2,15,0,0,0,0
4/7/06,67,42,54.5,3.5,10,0,0.04,0,0
4/8/06,63,39,51,-0.4,14,0,0.83,0,0
4/9/06,57,34,45.5,-6.2,19,0,0,0,0
4/10/06,63,40,51.5,-0.6,13,0,0,0,0
4/11/06,74,41,57.5,5,7,0,0,0,0
4/12/06,71,45,58,5.2,7,0,0,0,0
4/13/06,82,53,67.5,14.3,0,3,0,0,0
4/14/06,67,52,59.5,6,5,0,0,0,0
4/15/06,80,54,67,13.1,0,2,0,0,0
4/16/06,69,53,61,6.8,4,0,0,0,0
4/17/06,66,47,56.5,1.9,8,0,0,0,0
4/18/06,73,48,60.5,5.6,4,0,0,0,0
4/19/06,78,53,65.5,10.2,0,1,0,0,0
4/20/06,83,56,69.5,13.9,0,5,0,0,0
4/21/06,65,47,56,0,9,0,0.14,0,0
4/22/06,58,45,51.5,-4.8,13,0,1.67,0,0
4/23/06,67,53,60,3.4,5,0,0.34,0,0
4/24/06,68,53,60.5,3.5,4,0,0.29,0,0
4/25/06,74,45,59.5,2.2,5,0,0.05,0,0
4/26/06,60,41,50.5,-7.1,14,0,0.02,0,0
4/27/06,72,43,57.5,-0.5,7,0,0,0,0
4/28/06,64,48,56,-2.3,9,0,0,0,0
4/29/06,64,43,53.5,-5.1,11,0,0,0,0
4/30/06,68,42,55,-3.9,10,0,0,0,0
5/1/06,69,48,58.5,-0.7,6,0,0,0,0
5/2/06,72,46,59,-0.6,6,0,0,0,0
5/3/06,76,48,62,2.1,3,0,0,0,0
5/4/06,82,55,68.5,8.3,0,4,0,0,0
5/5/06,81,58,69.5,9,0,5,0,0,0
5/6/06,80,54,67,6.2,0,2,0,0,0
5/7/06,69,48,58.5,-2.6,6,0,0,0,0
5/8/06,64,52,58,-3.4,7,0,0,0,0
5/9/06,71,52,61.5,-0.2,3,0,0,0,0
5/10/06,77,51,64,1.9,1,0,0,0,0
5/11/06,73,55,64,1.6,1,0,0.65,0,0
5/12/06,73,54,63.5,0.8,1,0,0.01,0,0
5/13/06,72,54,63,0,2,0,0.33,0,0
5/14/06,67,53,60,-3.3,5,0,0,0,0
5/15/06,68,51,59.5,-4.1,5,0,0.53,0,0
5/16/06,67,55,61,-2.9,4,0,0.26,0,0
5/17/06,71,52,61.5,-2.7,3,0,0,0,0
5/18/06,75,54,64.5,0,0,0,0,0,0
5/19/06,64,54,59,-5.8,6,0,0.35,0,0
5/20/06,71,53,62,-3.1,3,0,0,0,0
5/21/06,73,48,60.5,-4.9,4,0,0,0,0
5/22/06,65,50,57.5,-8.2,7,0,0,0,0
5/23/06,70,45,57.5,-8.5,7,0,0,0,0
5/24/06,74,51,62.5,-3.9,2,0,0,0,0
5/25/06,78,56,67,0.3,0,2,0,0,0
5/26/06,79,60,69.5,2.5,0,5,0.03,0,0
5/27/06,84,65,74.5,7.2,0,10,0,0,0
5/28/06,86,63,74.5,6.9,0,10,0,0,0
5/29/06,91,63,77,9.1,0,12,0,0,0
5/30/06,93,69,81,12.7,0,16,0,0,0
5/31/06,85,65,75,6.4,0,10,0,0,0
6/1/06,92,66,79,10.1,0,14,0.17,0,0
6/2/06,82,69,75.5,6.3,0,11,2.03,0,0
6/3/06,73,62,67.5,-2,0,3,0.8,0,0
6/4/06,73,60,66.5,-3.4,0,2,0,0,0
6/5/06,73,60,66.5,-3.7,0,2,0,0,0
6/6/06,77,59,68,-2.5,0,3,0,0,0
6/7/06,69,61,65,-5.8,0,0,0.06,0,0
6/8/06,75,59,67,-4.1,0,2,0.34,0,0
6/9/06,77,61,69,-2.5,0,4,0.25,0,0
6/10/06,71,59,65,-6.8,0,0,0,0,0
6/11/06,74,51,62.5,-9.6,2,0,0,0,0
6/12/06,72,58,65,-7.4,0,0,0,0,0
6/13/06,81,61,71,-1.7,0,6,0,0,0
6/14/06,76,63,69.5,-3.5,0,5,0.04,0,0
6/15/06,81,63,72,-1.3,0,7,0,0,0
6/16/06,85,59,72,-1.6,0,7,0,0,0
6/17/06,86,62,74,0.1,0,9,0,0,0
6/18/06,91,66,78.5,4.3,0,14,0,0,0
6/19/06,90,72,81,6.6,0,16,0,0,0
6/20/06,87,71,79,4.3,0,14,0,0,0
6/21/06,88,68,78,3,0,13,0,0,0
6/22/06,91,70,80.5,5.3,0,16,0.05,0,0
6/23/06,87,71,79,3.5,0,14,0.04,0,0
6/24/06,83,71,77,1.3,0,12,0.16,0,0
6/25/06,76,70,73,-2.9,0,8,0.12,0,0
6/26/06,78,72,75,-1.1,0,10,0.78,0,0
6/27/06,83,73,78,1.7,0,13,0.1,0,0
6/28/06,87,71,79,2.5,0,14,2.48,0,0
6/29/06,87,67,77,0.3,0,12,0.53,0,0
6/30/06,82,65,73.5,-3.4,0,9,0,0,0
7/1/06,87,63,75,-2.1,0,10,0,0,0
7/2/06,92,69,80.5,3.3,0,16,0.34,0,0
7/3/06,89,71,80,2.6,0,15,0.01,0,0
7/4/06,91,71,81,3.5,0,16,0.34,0,0
7/5/06,80,71,75.5,-2.2,0,11,0.3,0,0
7/6/06,78,65,71.5,-6.3,0,7,1.04,0,0
7/7/06,81,62,71.5,-6.4,0,7,0,0,0
7/8/06,83,65,74,-4,0,9,0,0,0
7/9/06,86,66,76,-2.1,0,11,0,0,0
7/10/06,86,67,76.5,-1.7,0,12,0,0,0
7/11/06,91,73,82,3.8,0,17,0,0,0
7/12/06,90,76,83,4.7,0,18,0.02,0,0
7/13/06,86,72,79,0.7,0,14,0.06,0,0
7/14/06,89,68,78.5,0.1,0,14,0,0,0
7/15/06,83,70,76.5,-1.9,0,12,0.03,0,0
7/16/06,94,73,83.5,5,0,19,0,0,0
7/17/06,98,74,86,7.5,0,21,0,0,0
7/18/06,98,72,85,6.5,0,20,0.33,0,0
7/19/06,91,71,81,2.5,0,16,0,0,0
7/20/06,89,73,81,2.5,0,16,0,0,0
7/21/06,89,74,81.5,3,0,17,0.1,0,0
7/22/06,85,73,79,0.5,0,14,0.9,0,0
7/23/06,81,70,75.5,-2.9,0,11,0,0,0
7/24/06,87,66,76.5,-1.9,0,12,0,0,0
7/25/06,85,70,77.5,-0.9,0,13,0,0,0
7/26/06,88,69,78.5,0.1,0,14,0,0,0
7/27/06,93,73,83,4.7,0,18,0.49,0,0
7/28/06,94,72,83,4.7,0,18,0.31,0,0
7/29/06,91,73,82,3.8,0,17,0,0,0
7/30/06,91,77,84,5.8,0,19,0,0,0
7/31/06,93,76,84.5,6.4,0,20,0,0,0
8/1/06,98,78,88,9.9,0,23,0,0,0
8/2/06,98,81,89.5,11.5,0,25,0,0,0
8/3/06,98,81,89.5,11.5,0,25,0,0,0
8/4/06,90,79,84.5,6.6,0,20,0,0,0
8/5/06,89,70,79.5,1.7,0,15,0,0,0
8/6/06,90,71,80.5,2.8,0,16,0,0,0
8/7/06,90,74,82,4.3,0,17,0,0,0
8/8/06,88,72,80,2.4,0,15,0,0,0
8/9/06,84,66,75,-2.5,0,10,0,0,0
8/10/06,84,69,76.5,-0.9,0,12,0.03,0,0
8/11/06,82,68,75,-2.3,0,10,0,0,0
8/12/06,80,62,71,-6.2,0,6,0,0,0
8/13/06,83,61,72,-5.1,0,7,0,0,0
8/14/06,89,65,77,0,0,12,0,0,0
8/15/06,88,74,81,4.1,0,16,0,0,0
8/16/06,88,69,78.5,1.7,0,14,0,0,0
8/17/06,90,68,79,2.3,0,14,0,0,0
8/18/06,87,69,78,1.4,0,13,0,0,0
8/19/06,87,69,78,1.5,0,13,0,0,0
8/20/06,91,76,83.5,7.2,0,19,0.03,0,0
8/21/06,86,68,77,0.8,0,12,0,0,0
8/22/06,88,66,77,1,0,12,0,0,0
8/23/06,89,68,78.5,2.6,0,14,0,0,0
8/24/06,88,64,76,0.3,0,11,0,0,0
8/25/06,88,68,78,2.5,0,13,0.06,0,0
8/26/06,77,68,72.5,-2.8,0,8,0,0,0
8/27/06,81,70,75.5,0.4,0,11,1.46,0,0
8/28/06,83,71,77,2.1,0,12,0.46,0,0
8/29/06,82,69,75.5,0.8,0,11,1.88,0,0
8/30/06,72,65,68.5,-6,0,4,0.01,0,0
8/31/06,73,63,68,-6.3,0,3,0,0,0
9/1/06,67,60,63.5,-10.5,1,0,0.52,0,0
9/2/06,71,61,66,-7.8,0,1,1.48,0,0
9/3/06,75,61,68,-5.5,0,3,0,0,0
9/4/06,78,64,71,-2.2,0,6,0,0,0
9/5/06,72,62,67,-6,0,2,2.45,0,0
9/6/06,78,62,70,-2.7,0,5,0,0,0
9/7/06,81,61,71,-1.4,0,6,0,0,0
9/8/06,82,63,72.5,0.5,0,8,0,0,0
9/9/06,86,64,75,3.3,0,10,0,0,0
9/10/06,80,64,72,0.6,0,7,0.06,0,0
9/11/06,72,58,65,-6,0,0,0,0,0
9/12/06,70,54,62,-8.7,3,0,0,0,0
9/13/06,69,55,62,-8.3,3,0,0,0,0
9/14/06,71,64,67.5,-2.5,0,3,0.72,0,0
9/15/06,77,67,72,2.4,0,7,0.16,0,0
9/16/06,78,65,71.5,2.3,0,7,0,0,0
9/17/06,82,62,72,3.2,0,7,0,0,0
9/18/06,82,62,72,3.6,0,7,0,0,0
9/19/06,77,65,71,3,0,6,0,0,0
9/20/06,70,56,63,-4.6,2,0,0,0,0
9/21/06,68,50,59,-8.2,6,0,0,0,0
9/22/06,71,51,61,-5.8,4,0,0,0,0
9/23/06,79,63,71,4.6,0,6,0.03,0,0
9/24/06,80,64,72,6.1,0,7,0.06,0,0
9/25/06,73,58,65.5,0,0,1,0,0,0
9/26/06,75,52,63.5,-1.6,1,0,0,0,0
9/27/06,76,55,65.5,0.8,0,1,0,0,0
9/28/06,77,57,67,2.7,0,2,0.43,0,0
9/29/06,66,51,58.5,-5.4,6,0,0.06,0,0
9/30/06,66,47,56.5,-6.9,8,0,0,0,0
10/1/06,71,58,64.5,1.5,0,0,0.23,0,0
10/2/06,71,54,62.5,-0.1,2,0,0,0,0
10/3/06,82,57,69.5,7.3,0,5,0,0,0
10/4/06,82,63,72.5,10.7,0,8,0.02,0,0
10/5/06,73,54,63.5,2.1,1,0,0.09,0,0
10/6/06,55,51,53,-8,12,0,0.84,0,0
10/7/06,60,49,54.5,-6.1,10,0,0.05,0,0
10/8/06,72,52,62,1.8,3,0,0,0,0
10/9/06,77,52,64.5,4.7,0,0,0,0,0
10/10/06,79,56,67.5,8,0,3,0,0,0
10/11/06,69,60,64.5,5.4,0,0,2.04,0,0
10/12/06,71,47,59,0.3,6,0,0,0,0
10/13/06,55,39,47,-11.4,18,0,0,0,0
10/14/06,60,39,49.5,-8.5,15,0,0,0,0
10/15/06,59,38,48.5,-9.2,16,0,0,0,0
10/16/06,63,40,51.5,-5.8,13,0,0,0,0
10/17/06,63,53,58,1,7,0,1.12,0,0
10/18/06,74,58,66,9.4,0,1,0,0,0
10/19/06,67,59,63,6.7,2,0,0.02,0,0
10/20/06,69,45,57,1,8,0,0.62,0,0
10/21/06,59,43,51,-4.7,14,0,0,0,0
10/22/06,63,42,52.5,-2.8,12,0,0,0,0
10/23/06,54,43,48.5,-6.5,16,0,0,0,0
10/24/06,50,40,45,-9.7,20,0,0,0,0
10/25/06,54,39,46.5,-7.9,18,0,0,0,0
10/26/06,51,38,44.5,-9.6,20,0,0,0,0
10/27/06,51,36,43.5,-10.3,21,0,0.47,0,0
10/28/06,68,45,56.5,3,8,0,0.92,0,0
10/29/06,56,39,47.5,-5.7,17,0,0,0,0
10/30/06,64,38,51,-1.9,14,0,0,0,0
10/31/06,72,42,57,4.4,8,0,0,0,0
11/1/06,71,54,62.5,10.2,2,0,0.01,0,0
11/2/06,59,43,51,-1,14,0,0.16,0,0
11/3/06,46,34,40,-11.7,25,0,0,0,0
11/4/06,48,30,39,-12.4,26,0,0,0,0
11/5/06,51,34,42.5,-8.6,22,0,0,0,0
11/6/06,56,32,44,-6.8,21,0,0,0,0
11/7/06,61,40,50.5,0,14,0,0.15,0,0
11/8/06,60,56,58,7.8,7,0,2.07,0,0
11/9/06,70,52,61,11.1,4,0,0,0,0
11/10/06,68,49,58.5,9,6,0,0,0,0
11/11/06,74,48,61,11.8,4,0,0,0,0
11/12/06,62,51,56.5,7.6,8,0,0.55,0,0
11/13/06,61,54,57.5,8.9,7,0,0.62,0,0
11/14/06,60,54,57,8.8,8,0,0,0,0
11/15/06,69,54,61.5,13.6,3,0,0,0,0
11/16/06,72,55,63.5,16,1,0,0.77,0,0
11/17/06,64,44,54,6.8,11,0,0,0,0
11/18/06,51,41,46,-0.9,19,0,0,0,0
11/19/06,49,40,44.5,-2,20,0,0,0,0
11/20/06,45,40,42.5,-3.7,22,0,0,0,0
11/21/06,46,33,39.5,-6.3,25,0,0,0,0
11/22/06,43,39,41,-4.4,24,0,0.3,0,0
11/23/06,46,40,43,-2.1,22,0,0.25,0,0
11/24/06,63,43,53,8.3,12,0,0,0,0
11/25/06,57,38,47.5,3.2,17,0,0,0,0
11/26/06,58,35,46.5,2.5,18,0,0,0,0
11/27/06,59,38,48.5,4.9,16,0,0,0,0
11/28/06,62,39,50.5,7.3,14,0,0,0,0
11/29/06,62,47,54.5,11.6,10,0,0,0,0
11/30/06,71,54,62.5,20,2,0,0,0,0
12/1/06,72,47,59.5,17.4,5,0,0.2,0,0
12/2/06,47,38,42.5,0.7,22,0,0,0,0
12/3/06,45,31,38,-3.4,27,0,0,0,0
12/4/06,40,28,34,-7.1,31,0,0,0,0
12/5/06,39,27,33,-7.7,32,0,0,0,0
12/6/06,51,26,38.5,-1.9,26,0,0,0,0
12/7/06,54,27,40.5,0.5,24,0,0,0,0
12/8/06,33,23,28,-11.7,37,0,0,0,0
12/9/06,41,23,32,-7.3,33,0,0,0,0
12/10/06,56,31,43.5,4.5,21,0,0,0,0
12/11/06,60,33,46.5,7.8,18,0,0,0,0
12/12/06,51,37,44,5.7,21,0,0,0,0
12/13/06,52,42,47,9,18,0,0.19,0,0
12/14/06,50,43,46.5,8.8,18,0,0,0,0
12/15/06,51,43,47,9.6,18,0,0,0,0
12/16/06,52,35,43.5,6.4,21,0,0,0,0
12/17/06,56,33,44.5,7.6,20,0,0,0,0
12/18/06,70,44,57,20.4,8,0,0,0,0
12/19/06,48,35,41.5,5.2,23,0,0,0,0
12/20/06,45,26,35.5,-0.6,29,0,0,0,0
12/21/06,50,33,41.5,5.7,23,0,0,0,0
12/22/06,53,43,48,12.4,17,0,0.59,0,0
12/23/06,60,41,50.5,15.2,14,0,0.45,0,0
12/24/06,53,37,45,9.9,20,0,0,0,0
12/25/06,49,33,41,6.1,24,0,0.69,0,0
12/26/06,53,44,48.5,13.8,16,0,0.02,0,0
12/27/06,44,33,38.5,4,26,0,0,0,0
12/28/06,50,32,41,6.7,24,0,0,0,0
12/29/06,52,32,42,7.8,23,0,0,0,0
12/30/06,53,40,46.5,12.5,18,0,0,0,0
12/31/06,45,33,39,5.2,26,0,0.01,0,0
1/1/07,57,44,50.5,16.8,14,0,1.44,0,0
1/2/07,49,35,42,8.4,23,0,0,0,0
1/3/07,54,30,42,8.6,23,0,0,0,0
1/4/07,58,35,46.5,13.2,18,0,0,0,0
1/5/07,62,44,53,19.8,12,0,0.14,0,0
1/6/07,73,56,64.5,31.4,0,0,0.03,0,0
1/7/07,56,43,49.5,16.5,15,0,0.49,0,0
1/8/07,56,37,46.5,13.5,18,0,0.9,0,0
1/9/07,46,33,39.5,6.6,25,0,0,0,0
1/10/07,37,29,33,0.2,32,0,0,0,0
1/11/07,39,22,30.5,-2.3,34,0,0,0,0
1/12/07,51,34,42.5,9.8,22,0,0,0,0
1/13/07,60,47,53.5,20.8,11,0,0.05,0,0
1/14/07,54,48,51,18.3,14,0,0.04,0,0
1/15/07,64,44,54,21.4,11,0,0,0,0
1/16/07,62,28,45,12.4,20,0,0,0,0
1/17/07,32,20,26,-6.6,39,0,0,0,0
1/18/07,35,24,29.5,-3.1,35,0,0.02,0.1,0
1/19/07,43,31,37,4.4,28,0,0.02,0,0
1/20/07,36,24,30,-2.7,35,0,0,0,0
1/21/07,28,21,24.5,-8.2,40,0,0.02,0.2,0
1/22/07,33,24,28.5,-4.2,36,0,0.06,0.3,1
1/23/07,38,28,33,0.2,32,0,0.01,0.1,1
1/24/07,40,26,33,0.2,32,0,0,0,0
1/25/07,36,18,27,-5.9,38,0,0.01,0.3,0
1/26/07,26,10,18,-14.9,47,0,0,0,0
1/27/07,46,22,34,1,31,0,0,0,0
1/28/07,41,31,36,2.9,29,0,0.02,0.2,0
1/29/07,31,22,26.5,-6.7,38,0,0.08,0.8,1
1/30/07,39,20,29.5,-3.8,35,0,0.02,0.2,0
1/31/07,33,23,28,-5.4,37,0,0,0,0
2/1/07,34,24,29,-4.5,36,0,0,0,0
2/2/07,40,30,35,1.4,30,0,0.13,0.2,0
2/3/07,34,23,28.5,-5.2,36,0,0,0,0
2/4/07,30,19,24.5,-9.3,40,0,0,0,0
2/5/07,19,10,14.5,-19.5,50,0,0,0,0
2/6/07,21,10,15.5,-18.6,49,0,0,0,0
2/7/07,24,12,18,-16.3,47,0,0.02,0.5,1
2/8/07,27,11,19,-15.4,46,0,0,0,0
2/9/07,31,16,23.5,-11.1,41,0,0,0,0
2/10/07,32,21,26.5,-8.2,38,0,0,0,0
2/11/07,33,14,23.5,-11.4,41,0,0,0,0
2/12/07,44,27,35.5,0.4,29,0,0,0,0
2/13/07,38,22,30,-5.3,35,0,0.23,2.9,0
2/14/07,35,19,27,-8.5,38,0,0.59,1.4,3
2/15/07,22,15,18.5,-17.2,46,0,0,0,3
2/16/07,27,13,20,-15.9,45,0,0,0,3
2/17/07,36,15,25.5,-10.6,39,0,0,0,2
2/18/07,32,20,26,-10.3,39,0,0,0,2
2/19/07,30,14,22,-14.5,43,0,0,0,2
2/20/07,47,30,38.5,1.8,26,0,0.1,0,1
2/21/07,50,30,40,3,25,0,0.01,0,0
2/22/07,47,26,36.5,-0.7,28,0,0.08,0,0
2/23/07,39,26,32.5,-4.9,32,0,0,0,0
2/24/07,40,20,30,-7.7,35,0,0,0,0
2/25/07,34,29,31.5,-6.4,33,0,0.46,1.5,0
2/26/07,36,32,34,-4.2,31,0,0.11,0,1
2/27/07,48,32,40,1.6,25,0,0,0,0
2/28/07,44,31,37.5,-1.2,27,0,0,0,0
3/1/07,50,31,40.5,1.5,24,0,0.21,0,0
3/2/07,62,37,49.5,10.3,15,0,1.22,0,0
3/3/07,58,31,44.5,5,20,0,0,0,0
3/4/07,41,31,36,-3.8,29,0,0,0,0
3/5/07,44,24,34,-6.1,31,0,0,0,0
3/6/07,26,17,21.5,-18.9,43,0,0,0,0
3/7/07,24,16,20,-20.7,45,0,0.1,1.7,0
3/8/07,36,16,26,-15,39,0,0,0,1
3/9/07,40,19,29.5,-11.8,35,0,0,0,0
3/10/07,62,28,45,3.4,20,0,0.03,0,0
3/11/07,54,37,45.5,3.6,19,0,0.04,0,0
3/12/07,57,28,42.5,0.3,22,0,0,0,0
3/13/07,68,36,52,9.5,13,0,0,0,0
3/14/07,79,46,62.5,19.7,2,0,0,0,0
3/15/07,68,40,54,10.9,11,0,0.31,0,0
3/16/07,40,27,33.5,-9.9,31,0,1.72,3,0
3/17/07,35,27,31,-12.8,34,0,0,0,3
3/18/07,40,26,33,-11.1,32,0,0,0,1
3/19/07,48,25,36.5,-7.9,28,0,0,0,2
3/20/07,54,35,44.5,-0.2,20,0,0,0,0
3/21/07,48,28,38,-7.1,27,0,0,0,0
3/22/07,70,41,55.5,10.1,9,0,0.04,0,0
3/23/07,66,51,58.5,12.7,6,0,0.12,0,0
3/24/07,55,47,51,4.9,14,0,0.03,0,0
3/25/07,58,39,48.5,2.1,16,0,0,0,0
3/26/07,58,39,48.5,1.7,16,0,0,0,0
3/27/07,82,47,64.5,17.4,0,0,0,0,0
3/28/07,66,48,57,9.5,8,0,0,0,0
3/29/07,58,39,48.5,0.7,16,0,0,0,0
3/30/07,66,37,51.5,3.3,13,0,0,0,0
3/31/07,60,43,51.5,3,13,0,0,0,0
4/1/07,53,44,48.5,-0.4,16,0,0.03,0,0
4/2/07,79,44,61.5,12.2,3,0,0.06,0,0
4/3/07,68,45,56.5,6.9,8,0,0,0,0
4/4/07,47,42,44.5,-5.5,20,0,1.26,0,0
4/5/07,45,33,39,-11.3,26,0,0,0,0
4/6/07,45,31,38,-12.7,27,0,0,0,0
4/7/07,41,32,36.5,-14.5,28,0,0,0,0
4/8/07,43,31,37,-14.4,28,0,0,0,0
4/9/07,45,30,37.5,-14.2,27,0,0,0,0
4/10/07,50,35,42.5,-9.6,22,0,0,0,0
4/11/07,55,33,44,-8.5,21,0,0,0,0
4/12/07,51,41,46,-6.8,19,0,1.11,0,0
4/13/07,53,42,47.5,-5.7,17,0,0,0,0
4/14/07,56,35,45.5,-8,19,0,0.04,0,0
4/15/07,48,42,45,-8.9,20,0,4.19,0,0
4/16/07,45,34,39.5,-14.7,25,0,0.86,0,0
4/17/07,52,41,46.5,-8.1,18,0,0,0,0
4/18/07,52,42,47,-7.9,18,0,0,0,0
4/19/07,56,46,51,-4.3,14,0,0.01,0,0
4/20/07,71,40,55.5,-0.1,9,0,0,0,0
4/21/07,76,40,58,2,7,0,0,0,0
4/22/07,80,45,62.5,6.2,2,0,0,0,0
4/23/07,83,51,67,10.4,0,2,0,0,0
4/24/07,78,61,69.5,12.5,0,5,0,0,0
4/25/07,74,50,62,4.7,3,0,0,0,0
4/26/07,59,47,53,-4.6,12,0,0,0,0
4/27/07,61,47,54,-4,11,0,1.49,0,0
4/28/07,69,53,61,2.7,4,0,0,0,0
4/29/07,73,50,61.5,2.9,3,0,0,0,0
4/30/07,83,49,66,7.1,0,1,0,0,0
5/1/07,71,55,63,3.8,2,0,0,0,0
5/2/07,74,54,64,4.4,1,0,0,0,0
5/3/07,69,51,60,0.1,5,0,0,0,0
5/4/07,71,49,60,-0.2,5,0,0,0,0
5/5/07,74,47,60.5,0,4,0,0,0,0
5/6/07,62,44,53,-7.8,12,0,0,0,0
5/7/07,67,42,54.5,-6.6,10,0,0,0,0
5/8/07,74,44,59,-2.4,6,0,0,0,0
5/9/07,81,57,69,7.3,0,4,0,0,0
5/10/07,83,64,73.5,11.4,0,9,0,0,0
5/11/07,84,63,73.5,11.1,0,9,0,0,0
5/12/07,81,57,69,6.3,0,4,0.35,0,0
5/13/07,70,52,61,-2,4,0,0.04,0,0
